product_id,rating,pros,cons,text,date,text_only_rating,similarity_to_others,lack_of_specifics,superlative_ratio,ad_cliche_ratio,generic_word_ratio,red_flags,green_flags,label
245070130,5,Брюки бомба 🚀,Минусов не обнаружил,,"23 марта, 15:27",0,0.1429,1.0,0.0,0.0,0.0,0,5,0
245070130,5,,,Хорошие брюки,"22 марта, 11:57 · Дополнен",0,0.5,1.0,0.0,0.0,0.5,2,3,1
245070130,5,Нормальные штаны,,,"21 марта, 12:45",0,0.1429,1.0,0.0,0.0,0.0,1,5,0
245070130,5,ВНЕШНИЙ ВИД,,,"21 марта, 07:34",0,1.0,1.0,0.0,0.0,0.0,2,4,1
245070130,2,,Просто огромные. У ребенка 44/46 размер. Просто утонул в них,,"19 марта, 21:14",0,0.0714,0.9,0.0,0.0,0.0,0,6,0
245070130,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"17 марта, 08:03",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,ХОРОШО СИДИТ,,,"16 марта, 20:52",0,1.0,1.0,0.0,0.0,0.0,2,4,1
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"16 марта, 16:39",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, УДОБНО НОСИТЬ",,,"16 марта, 08:40",0,1.0,1.0,0.0,0.0,0.0,1,4,0
245070130,5,"Свободный крой, нигде не жмет, комфортно. Большие карманы. Есть стрелка на брюках, что придает официальный вид","Появились катышки на местах, где происходит контакт с другими элементами одежды и на карманах. В целом эта проблема решаема, поэтому 5 звезд","На 54 и рост 185 взяли соответственно 2xl/185, подошло идеально","15 марта, 05:04",0,0.0227,0.9565,0.0,0.0,0.0,0,6,0
245070130,2,ПЛОХОЕ КАЧЕСТВО,Отстойное качество. Карман порвался по шву буквально на второй день ношения. Не покупайте!,,"14 марта, 17:21",0,0.1667,0.9412,0.0191,0.0,0.0,0,6,0
245070130,4,Довольно приятные в носке и размерная сетка удобная,Довольно быстро запыляются (просто от воздуха) и после первой же носки порвался корман,"Широкими их трудновато назвать, просто обычные брюки","14 марта, 15:11",0,0.0612,1.0,0.0,0.0,0.0,0,6,0
245070130,5,сыну понравилось,,,"13 марта, 20:23",0,0.3333,1.0,0.0,0.0,0.3333,2,3,1
245070130,3,,Слабые карманы,,"12 марта, 22:54",0,0.25,1.0,0.0,0.0,0.0,1,4,0
245070130,4,"Штаны конечно замечательные, но сбоку шов отошёл, пришлось сходить в ателье, за такую цену не хотелось бы сразу после покупки иметь дополнительные затраты.. Причём их не носили, а примерили в пункте выдачи, но нам они нужны были срочно, не стали делать возврат. Проверяйте под камерами, а так заказывайте, сидят отлично!",,,"12 марта, 20:36",0,0.0323,1.0,0.0075,0.0,0.0,0,6,0
245070130,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"12 марта, 11:12",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,"Все нравится, ткань шикарная, швы отличные",Все так,"Отличные брюки, лично мне понравились🫠 потом закажу ещё 👌","08 марта, 23:51",0,0.1,1.0,0.0278,0.2778,0.0,1,5,0
245070130,5,"Брюки отличного качества! Очень понравились! Но к сожалению возврат, потому что не подошли. Решили перезаказать на размер больше.",,,"08 марта, 19:10",0,0.1364,0.9474,0.0615,0.0,0.0,1,5,0
245070130,1,ПЛОХОЕ КАЧЕСТВО,Порвались карманы,,"08 марта, 16:25",0,0.4,1.0,0.0,0.0,0.0,0,4,0
245070130,1,,"Прислал не того бренда вообще огромные шаровары вместо брюк , и размера XL и потом не хотел подтверждать возврат .",До этого брал брюки этого продавца всё идеально подошло и понравилось в этот раз я не понимаю что случилось . Я надеялся на такие же классные брюки а приехало это !,"08 марта, 13:07",0,0.0312,0.9583,0.0086,0.0,0.0417,1,6,0
245070130,3,Широкие,"Карманы расползлись по швам пополам в первый день. Мотня широченная - висит, приходится подворачивать в поясе, а так получается короткая штанина по длине.",Жаль потраченных денег,"08 марта, 01:16",0,0.0811,0.9643,0.0,0.0,0.0,0,6,0
245070130,5,"Приятная, мягкая ткань, словно переливается. Размер идеальный, посадка тоже","Странно смотрелись в области паха, как будто слишком много ткани, пузырится. Надеюсь, после утюжки будет выглядеть лучше",,"07 марта, 22:06",0,0.0714,0.9643,0.0179,0.0,0.0,0,6,0
245070130,5,,,Не подошёл рост,"07 марта, 16:51",0,0.3333,0.3333,0.0,0.0,0.0,1,4,0
245070130,5,"Суперские брюки, хороший крой и отлично сидят ☺️",,,"07 марта, 10:28",0,0.1,1.0,0.0,0.0,0.125,0,4,0
245070130,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"07 марта, 10:12",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, УДОБНО НОСИТЬ",,все хорошо на рост 170,"07 марта, 08:58",0,0.6364,0.9167,0.0,0.0,0.0,1,5,0
245070130,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"06 марта, 13:43",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,4,Отличные брюки. Оказались малы,,,"06 марта, 10:54",0,0.5,1.0,0.0,0.0,0.0,0,4,0
245070130,5,Хороший фасон. Сшиты аккуратно,,,"06 марта, 10:51",0,0.2857,1.0,0.0,0.0,0.2,1,3,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"06 марта, 08:14",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,"Офигенные брюки, но не угадали с размером( Ждем появления нужного",,,"05 марта, 04:56",0,0.1875,1.0,0.0,0.0,0.0,0,6,0
245070130,5,,,Бомбовые брюки,"04 марта, 19:56",0,0.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,"Единственные брюки что подошли моему мужу. Огромное спасибо производителю что есть резинка на талии , потому что с этим в других марках проблема и все штаны спадали",,,"03 марта, 21:00",0,0.0303,1.0,0.0,0.0,0.0,0,6,0
245070130,1,"ПЛОХОЕ КАЧЕСТВО, ЦВЕТ НЕ КАК НА ФОТО",,,"02 марта, 20:41",0,0.7778,0.875,0.0,0.625,0.0,2,3,1
245070130,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ",,,"01 марта, 10:34",0,1.0,1.0,0.0,0.0,0.0,1,4,0
245070130,5,Брюки не подошли по размеру . А так брюки хорошего качества.,,,"01 марта, 09:44",0,0.3077,1.0,0.0,0.0,0.0,0,5,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"28 февраля, 11:07",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,"Сыну очень понравились, удобные",,,"27 февраля, 13:24",0,0.2,1.0,0.1,0.0,0.0,0,4,0
245070130,5,"Самые любимые, пользуюсь чуть ли не каждый день",,,"27 февраля, 13:02",0,0.1,1.0,0.0,0.0,0.0,0,5,0
245070130,5,"Обожаю вашу продукцию, сделайте побольше цветов и оттенков только",,,"27 февраля, 12:32",0,0.0263,1.0,0.0,0.0,0.0,0,5,0
245070130,5,"качественные, очень легкие, не надо гладить. муж носит не снимая",,,"25 февраля, 16:31",0,0.0769,1.0,0.0455,0.0,0.0,0,6,0
245070130,5,У меня было много разных брюк в разную стоимость. Эти самые удачные от посадки до материала🎯,,,"25 февраля, 13:43",0,0.0476,1.0,0.0,0.0,0.0,0,6,0
245070130,5,Качество на 5,,,"24 февраля, 18:45",0,0.5,1.0,0.0,0.0,0.0,1,4,0
245070130,5,Отлично все подошло!,,,"24 февраля, 07:36",0,0.2,0.75,0.0758,0.0,0.0,1,4,0
245070130,1,ПЛОХОЕ КАЧЕСТВО,карманы разорвались спустя 1 час носки,,"22 февраля, 19:06",0,0.3,1.0,0.0,0.0,0.0,0,4,0
245070130,3,"Хороший крой, на рост 189 сидят хорошо","Порвались оба кармана , ткань тонкая и слабая , кирпичи не носил, просто от бумажника и телефона",,"22 февраля, 13:54",0,0.0769,0.913,0.0,0.0,0.0435,1,6,0
245070130,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"22 февраля, 09:29",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,"Ткань тонкая, на теплое время года. Пошив качественный",,,"22 февраля, 07:57",0,0.125,1.0,0.0,0.0,0.0,0,5,0
245070130,5,"Где я в них только не был и что я только в них не делал, очень удобные, комфортные и приятные",,,"21 февраля, 11:29",0,0.0606,1.0,0.0238,0.0,0.0,0,6,0
245070130,4,Хорошая длина.,Оказались очень широкие на бёдрах.,,"21 февраля, 10:40",0,0.1111,0.8889,0.0556,0.0,0.1111,0,3,0
245070130,5,"Очень хорошие брюки пришлось отказаться потому что выбрал другой цвет этого де продовца, всем советую размер в размер",,,"20 февраля, 22:31",0,0.1429,0.8421,0.0263,0.5263,0.0526,1,5,0
245070130,5,Отличные брбки,,,"20 февраля, 17:19",0,0.5,1.0,0.0,0.0,0.0,1,4,0
245070130,1,,Пришла футболка белая!!!!,,"18 февраля, 18:27",0,0.0333,1.0,0.2703,0.0,0.0,2,4,1
245070130,5,,,"Сидят хорошо, очень лёгкая ткань, на лето","18 февраля, 11:31",0,0.0909,1.0,0.0714,0.0,0.0,0,4,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"18 февраля, 07:21",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,3,Цвет,Короткие на рост 190,,"17 февраля, 14:27",0,0.4286,0.6667,0.0,0.0,0.0,0,4,0
245070130,3,Легкие,Широковаты,Надо гладить,"16 февраля, 19:50",0,0.0714,1.0,0.0,0.0,0.0,0,5,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО",,,"16 февраля, 17:32",0,1.0,1.0,0.0,0.0,0.0,1,4,0
245070130,1,ПЛОХОЕ КАЧЕСТВО,"В первый же день без особых усилий порвались оба кармана, ужасное качество",,"16 февраля, 14:29",0,0.2,0.9375,0.0,0.0,0.0,0,6,0
245070130,2,ЦВЕТ НЕ КАК НА ФОТО,,,"15 февраля, 16:48",0,0.5,0.8333,0.0,0.8333,0.0,1,3,0
245070130,1,,слабые карманы порвались на первой же смене официантом,,"15 февраля, 16:27",0,0.25,1.0,0.0,0.0,0.0,0,4,0
245070130,5,Стильные,,,"14 февраля, 07:25",0,0.5,1.0,0.0,0.0,0.0,1,4,0
245070130,1,ПЛОХОЕ КАЧЕСТВО,Не в размер,,"13 февраля, 22:37",0,0.375,0.8571,0.0,0.0,0.0,0,4,0
245070130,5,"Беру сыну второй раз, рекомендую, спасибо 🙏 продавцу",,,"13 февраля, 21:29",0,0.1429,0.875,0.0,0.625,0.0,1,4,0
245070130,5,всё супер,,"мои любимые штаны. уже как-то раз их покупала, но порвались все карманы. взяла еще раз и заметила, что продавец сделал карманы из более плотного материала. если мне не показалось, и это реально так - респект продавцу, что пофиксил недочет. буду брать еще","10 февраля, 20:57",0,0.0294,1.0,0.0,0.0,0.0222,0,6,0
245070130,5,"Шикарные брюки, лёгкие, удобные, достаточно эластичные","Хз, вторые беру, ни одного не нашёл)",,"10 февраля, 12:51",0,0.1429,1.0,0.0,0.0,0.0,0,6,0
245070130,5,"хорошие, на любителя",,,"10 февраля, 12:33",0,0.3333,1.0,0.0,0.0,0.25,2,3,1
245070130,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"08 февраля, 06:27",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"07 февраля, 20:34",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,4,Кулл,,"На рост 180 вес 80, очень хорошо сидит","06 февраля, 12:16",0,0.125,0.75,0.0625,0.0,0.0,0,4,0
245070130,5,"КАЧЕСТВО, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"06 февраля, 09:31",0,0.6364,1.0,0.0,0.0,0.0,1,4,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, ПРИЯТНО НА ОЩУПЬ",,,"06 февраля, 09:15",0,0.7778,1.0,0.0,0.0,0.0,1,4,0
245070130,5,Удобные,,,"05 февраля, 20:32",0,0.5,1.0,0.0,0.0,0.0,1,4,0
245070130,5,,,"Отличные брюки! Ткань приятная, эластичная, мягкая. Фасон удачный: высокая посадка, резинка на талии, не балахоны, но и не в обтяг. Сыну на 48 размер и рост 180 подошли хорошо, не длинные. Не нравится только что подгиб по низу брюк подвернут и прострочен. Если подсядут при стирке, то выпустить нечего.","04 февраля, 17:56",0,0.0702,0.9574,0.0083,0.0,0.0,0,6,0
245070130,5,"Купила школьнику, на рост 185 - отлично.",,,"04 февраля, 17:01",0,0.25,0.8333,0.0,0.0,0.0,0,4,0
245070130,3,,"Заказан был размер xs/185. На рост 175 впритык 185 там нет. Брюки тонкие, как тряпочка. Форму не держат. Цена сильно завышена. Не стоят они 3 т.р.",,"03 февраля, 20:02",0,0.0645,0.88,0.0,0.0,0.0,0,6,0
245070130,5,"Брюки очень понравились,спасибо продавцу 👍. Сели идеально 👌",,,"03 февраля, 09:40",0,0.2222,1.0,0.0625,0.0,0.0,0,4,0
245070130,3,,Дешевая ткань,,"01 февраля, 19:35",0,0.0156,1.0,0.0,0.0,0.0,1,5,0
245070130,5,"Отличные брюки, очень понравились сыну",,,"30 января, 18:40",0,0.4,1.0,0.0833,0.0,0.0,0,3,0
245070130,5,,,"Заказываю уже не первый раз штаны у данного продавца. Рад, что прислушиваются к отзывам и работают над качеством. Спасибо","30 января, 10:42",0,0.037,0.9474,0.0,0.0,0.0,0,6,0
245070130,5,ХОРОШО СИДИТ,,,"29 января, 15:37",0,1.0,1.0,0.0,0.0,0.0,2,4,1
245070130,5,,,Всё окей. Штаны кайф,"29 января, 11:47",0,0.0,1.0,0.0,0.0,0.25,2,4,1
245070130,5,"Неплохая ткань, скорее летние или на весну. Но по ощущениям есть надежда, что заявленный хлопок в составе таки есть. Сели на худощавого мальчика 16 лет ростом 185 хорошо, правда длины все равно немного не хватает.",,,"28 января, 10:53",0,0.027,0.9706,0.0,0.0,0.0294,0,6,0
245070130,5,,,"Штаны офигенные! Мой сын в восторге. Особенно понравились ткань и фасон. При стирке не скатываются, легко гладятся. Рекомендую!","28 января, 08:22",0,0.087,1.0,0.0394,0.2778,0.0,1,5,0
245070130,5,,,"Классные штаны. Удобные и материал приятный, закажу ещё другую модель на пробу:)","27 января, 20:36",0,0.0833,0.9167,0.0,0.4167,0.0,1,5,0
245070130,5,Понравились,,,"27 января, 18:53",0,0.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,Классные брюки. Очень стильно смотрятся.,,,"27 января, 16:47",0,0.4,1.0,0.0833,0.0,0.0,0,3,0
245070130,5,"Обожаю такого фасона одежду. Стильно, комфортно. Ткань приятная. Не холодные и не жаркие. Карманы маленькие, но глубокие , ткань карманов простецкая и они быстро разошлись рядом со швом что не зашить",,,"27 января, 13:08",0,0.0303,1.0,0.0,0.0,0.0,0,6,0
245070130,4,"Нормальные брюки, больше к спортивкам чем к классике","Материал дешевые, это видно, но за такую цену очень даже справедливо",,"26 января, 12:37",0,0.0833,0.9524,0.0238,0.0,0.0,0,6,0
245070130,5,Качество,,"Брюки *** приобрел специально для мероприятия,танцевал в ресторане лихо)смотрятся классно,под белые кеды вообще огонь!!не пожалел,с рубашкой на выправку вид имеют!","25 января, 19:05",0,0.04,1.0,0.0405,0.0,0.0,0,6,0
245070130,4,"Брюки хорошие, но не мой фасон) так забрал бы",,,"24 января, 20:33",0,0.2,1.0,0.0,0.0,0.1,0,4,0
245070130,5,"Шикарные брюки , широкие с защипами и резинкой на спине с высокой посадкой","Аккуратнее когда будуте гладить , может появится « блеск» проверьте свой утюг",,"24 января, 19:26",0,0.087,1.0,0.0,0.0,0.0,0,6,0
245070130,5,"УДОБНО НОСИТЬ, ХОРОШО СИДИТ, ПРИЯТНО НА ОЩУПЬ, ВНЕШНИЙ ВИД, КАЧЕСТВО",,,"24 января, 16:06",0,0.4286,1.0,0.0,0.0,0.0,0,5,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"21 января, 09:15",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"21 января, 08:13",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"20 января, 23:01",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,"ХОРОШО СИДИТ, КАЧЕСТВО",,Отличные брюки. Успешный качественный бренд. Отдал предпочтение чёрным.,"20 января, 17:43",0,0.2727,1.0,0.0,0.0,0.0,0,5,0
245070130,5,Норм,,,"20 января, 12:45",0,1.0,1.0,0.0,0.0,0.0,2,4,1
245070130,5,"ХОРОШО СИДИТ, КАЧЕСТВО",,,"18 января, 17:35",0,1.0,1.0,0.0,0.0,0.0,2,4,1
245070130,5,"Шикарные брюки,прекрасная модель, идеальная классика, в этот раз к сожалению пришлось отказаться, но в скором времени обязательно мерещакажем",,,"15 января, 03:14",0,0.1053,1.0,0.05,0.0,0.0,0,5,0
245070130,1,"Хороший фасон, размер соответствует линейке","Качество материалов ужасное, карманы порвались в первые 7 минут. Основной материал тонкий, хлипкий и затирается от малейших прикосновений.",,"13 января, 10:02",0,0.08,0.9167,0.0,0.0,0.0417,1,6,0
245070130,1,Ничего,"Не тот товар, что на фото.","Заказал во второй раз эти же брюки, пришли другого кроя и качества самого дешевого. Первый раз действительно стоили своих денег, сейчас не буду брать","11 января, 23:58",0,0.0667,0.9091,0.0,0.0,0.0303,0,6,0
245070130,5,"Единственная модель, которая подошла на рост 187, остальные все короткие) сели как влитые",,,"11 января, 00:08",0,0.125,0.8462,0.0,0.0,0.0,0,6,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"10 января, 23:34",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"10 января, 14:01",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,ВНЕШНИЙ ВИД,,,"09 января, 16:51",0,1.0,1.0,0.0,0.0,0.0,2,4,1
245070130,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"07 января, 16:59",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,1,ТКАНЬ НЕ КАК НА ФОТО,,,"07 января, 16:30",0,0.7143,1.0,0.0,0.8333,0.0,2,3,1
245070130,1,ТКАНЬ НЕ КАК НА ФОТО,"Я считаю 3600₽ за брюки , которые не соответствуют описанию- это перебор ребята ! Заказала три размера , на фото понравились , думала какой размер подойдет тот и приобретем , а нет , пришли брюки ужасного качества , дешевая ткань , не о чем , форму не держит , на вид ткань как поношенная тряпка, простите за грубость , расстроена очень! Нельзя так вводить в заблуждение своих потенциальных клиентов , красивыми фото !",,"07 января, 16:29",0,0.0794,0.9697,0.0237,0.0758,0.0,0,5,0
245070130,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ",,,"06 января, 23:37",0,1.0,1.0,0.0,0.0,0.0,1,4,0
245070130,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ",,,"06 января, 15:24",0,1.0,1.0,0.0,0.0,0.0,1,4,0
245070130,5,,,"Единственный минус - цена. В остальном современные брюки. Под дневным светом синий цвет виден только едва, почти что черные. Супер)","06 января, 12:23",0,0.0312,0.9474,0.0,0.0,0.0,0,6,0
245070130,3,,Катышки образовались,,"06 января, 10:22",0,0.0588,1.0,0.0,0.0,0.0,1,5,0
245070130,1,,В первый же день но́ски порвался карман под весом телефона,,"05 января, 17:04",0,0.25,0.9167,0.0,0.0,0.0,0,5,0
245070130,3,"Смотрятся брюки очень хорошо, нет ощущения шаровар. По размеру нет никаких претензий","После одной носки заметили, что карман порван. Очень разочаровали🥲",,"03 января, 17:15",0,0.069,1.0,0.0435,0.0,0.0,1,6,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"03 января, 17:02",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,2,,В обоих карманах дыры,,"02 января, 22:40",0,0.0833,1.0,0.0,0.0,0.0,0,5,0
245070130,3,смотрятся отлично,порвались карманы через неделю носки,"все нормально, карманы-доберманы подвели","02 января, 17:08",0,0.125,1.0,0.0,0.0,0.0,1,6,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"02 января, 15:45",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,1,ПЛОХОЕ КАЧЕСТВО,Шерпотреб с рынка,,"01 января, 19:54",0,0.375,1.0,0.0,0.0,0.0,0,4,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"01 января, 14:03",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,1,Ничего не понравилось.,,Дешевый тонкий материал и еще блестит.,"31 декабря 2025, 23:36",0,0.1111,0.9,0.0,0.0,0.2,2,4,1
245070130,4,Модные,Качество не очень. Катышки,,"30 декабря 2025, 19:13",0,0.1,1.0,0.0714,0.0,0.0,0,4,0
245070130,4,,Есть лучше,,"30 декабря 2025, 17:08",0,0.0,1.0,0.0,0.0,0.0,1,5,0
245070130,4,,Тоже дырявый карман !!!,,"29 декабря 2025, 21:58",0,0.75,1.0,0.2143,0.0,0.0,2,3,1
245070130,4,,Тоже дырявый карман левый !!!!,,"29 декабря 2025, 21:58",0,0.75,1.0,0.2381,0.0,0.0,2,3,1
245070130,4,Хорошо сели,"Дырявый карман левый !!!! Опять не дошили карман !!! Брюки взял, очень нужны были, но карман надо дошивать !!! Вторые брюки с дырявым карманом!!!",,"29 декабря 2025, 21:58",0,0.0769,1.0,0.1986,0.0,0.0,1,5,0
245070130,4,Брюки отлично сели,"Дрявые карманы!!!! Порвались сразу как надел, но очень нужны были брюки такие, по этому взял! В остальном все супер !",,"29 декабря 2025, 21:56",0,0.0769,0.9583,0.114,0.0,0.0,0,5,0
245070130,5,Отличные. Стильные,,,"27 декабря 2025, 17:43",0,0.5,1.0,0.0,0.0,0.0,1,4,0
245070130,5,"ХОРОШО СИДИТ, УДОБНО НОСИТЬ",,,"25 декабря 2025, 22:44",0,1.0,1.0,0.0,0.0,0.0,1,4,0
245070130,5,"ВНЕШНИЙ ВИД, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"25 декабря 2025, 22:27",0,0.5455,1.0,0.0,0.0,0.0,1,4,0
245070130,3,,"Так себе ткань и пошив.Не особо криво,но и качеством назвать нельзя.",,"24 декабря 2025, 08:00",0,0.0909,1.0,0.0,0.0,0.0,0,6,0
245070130,3,Брюки норм,Разошелся внутри карман спустя 30 минут,Легкие и симпатичные брюки,"23 декабря 2025, 19:48",0,0.0769,1.0,0.0,0.0,0.0,0,6,0
245070130,3,"В целом хорошие брюки, сели прекрасно",К сожалению оказались порванные карманы,,"22 декабря 2025, 12:18",0,0.0833,1.0,0.0,0.0,0.0769,1,6,0
245070130,5,"ХОРОШО СИДИТ, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"22 декабря 2025, 10:01",0,0.7143,1.0,0.0,0.0,0.0,1,4,0
245070130,5,"ХОРОШО СИДИТ, КАЧЕСТВО",,,"21 декабря 2025, 09:05",0,1.0,1.0,0.0,0.0,0.0,2,4,1
245070130,1,ПЛОХОЕ КАЧЕСТВО,"Плохое качество пошива, плохое качество материалов. Развалились после первой носки",,"20 декабря 2025, 15:28",0,0.2308,1.0,0.0,0.0,0.0,0,6,0
245070130,4,Хороший фасон Выглядят больше к спортивному стилю,"Качество желает лучшего Карманы порвались через неделю носки, просто сама ткань карманов не под тот шов, распускается И после двух стирок появились катышки на самих штанах Стирались как заявлено на бирке","В принципе хороши Но до 3,5 тысяч","20 декабря 2025, 14:15",0,0.0625,1.0,0.0,0.0,0.0217,0,6,0
245070130,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"20 декабря 2025, 13:31",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,,На рост 194 очень короткие,,"20 декабря 2025, 13:02",0,0.4,0.8,0.1,0.0,0.0,0,3,0
245070130,3,,56 размер не сошлись на поясе 10 см.,,"19 декабря 2025, 21:19",0,0.2857,0.8571,0.0,0.0,0.0,0,4,0
245070130,5,"Материал, посадка, длина",,,"19 декабря 2025, 09:51",0,0.1667,0.5,0.0,0.0,0.0,1,5,0
245070130,2,,"штаны не прямые, а шаровары, прям очень широкие, кому нравится подойдет, но для меня ужасно, качество кстати тоже оставляет желать лучшего, так что точно не за такую цену",,"18 декабря 2025, 19:35",0,0.05,1.0,0.0172,0.0,0.0,0,6,0
245070130,5,"Отличные брюки,современный свободный стиль, мягкий легкий материал.",,,"16 декабря 2025, 20:44",0,0.25,0.8889,0.0,0.0,0.0,0,4,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"15 декабря 2025, 14:59",0,1.0,1.0,0.0,0.0,0.0,1,5,0
245070130,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД",,,"15 декабря 2025, 09:50",0,1.0,1.0,0.0,0.0,0.0,1,4,0
